spend_bin,cum_provider_share,cum_spend_share
576,0.5762581636573185,0.02995933507006446
577,0.5772586118581124,0.030111444126628414
578,0.5782590600589064,0.030264319729124373
579,0.5792595082597003,0.030417873994754752
580,0.5802599564604943,0.03057222406265739
581,0.5812604046612883,0.030727323762976842
582,0.5822608528620822,0.0308831497126116
583,0.5832613010628762,0.03103971737736471
584,0.5842617492636701,0.031196939160842336
585,0.5852621974644641,0.03135488204621426
586,0.586262645665258,0.03151357744373396
587,0.587263093866052,0.031673028095815514
588,0.588263542066846,0.03183327334962754
589,0.5892639902676399,0.03199432570885201
590,0.5902644384684339,0.03215608899282894
591,0.5912648866692278,0.03231857502650265
592,0.5922653348700218,0.03248183682595543
593,0.5932657830708157,0.03264587467759105
594,0.5942662312716097,0.032810723208801094
595,0.5952666794724036,0.03297635780063222
596,0.5962671276731976,0.033142701281002794
597,0.5972675758739916,0.033309823410806745
598,0.5982680240747855,0.03347778236924075
599,0.5992684722755794,0.03364663542921012
600,0.6002689204763734,0.033816185309527624
601,0.6012693686771674,0.033986406269164916
602,0.6022698168779613,0.03415734335982577
603,0.6032702650787553,0.03432906399624731
604,0.6042707132795493,0.034501548267483174
605,0.6052711614803432,0.03467488847401089
606,0.6062716096811371,0.034849041753349935
607,0.6072720578819311,0.03502398207022151
608,0.6082725060827251,0.03519977919728958
609,0.609272954283519,0.03537652352044212
610,0.6102734024843129,0.03555420648679974
611,0.611273850685107,0.03573280073499499
612,0.6122742988859009,0.035912248164297986
613,0.6132747470866948,0.03609254977516022
614,0.6142751952874888,0.03627375657883769
